headline,emotion_huggingface
Obama should act with restraint on court: Jonathan Turley,neutral
AP Interview: Santorum Undecided About 2016 Bid,fear
House GOP obsessed with Boehner's future,neutral
"The Oil-Gas War Over Syria, in Maps",neutral
"Trump, Bush, Fiorina: Three questions, three answers at second GOP debate",neutral
Senate votes to block 'sanctuary cities' bill after tense debate on floor,fear
Comment on Congress: Attorney General Lynch ‘Pleads Fifth’ on Secret Iran ‘Ransom’ Payments by marlene,neutral
Angry right’s secret playbook: How it uses a good story to peddle an agenda America hates,anger
6 Natural Herbs To Prevent Mental Disorders,neutral
The Retirement Nightmare: “There Will Be Life Altering Ramifications For Those Who Can’t Or Won’t Adapt To New Realities”,fear
"After S.C. police shooting, a radically different response (+video)",anger
The Danger of Germany’s Current Account Surpluses,fear
Gary Johnson picks up his first congressional backer,neutral
UK Doctors Create List of Procedures You Don’t Need,neutral
"For Trump, turning this around won't be easy",neutral
Senate Blocks Bill To End Government Collection Of Phone Records,neutral
New tensions erupt between the White House and Netanyahu,anger
Supreme Court divided on Obama's immigration actions,neutral
The Freakout From An Obamacare Ruling Could Be Unlike Anything We've Seen,fear
Why Trump may be winning the war on ‘political correctness’,neutral
Trump Promises ‘New Deal for Black America’,neutral
House Republicans say IRS should blame itself for rough tax season,anger
5 worst right-wing moments of the week — Palin & Trump declare war on Bill O’Reilly,disgust
Clinton campaign stiff-arms reporter in coverage pool,anger
Donald Trump: 'I'm not flip-flopping' on immigration,neutral
Donald Trump throws a grand old party,neutral
New York election results: 5 takeaways,neutral
How To Lower Blood Pressure Naturally,neutral
Why Debbie Wasserman Schultz failed,sadness
"Trump Caught Again, Ripping Off Kids Charity This time",disgust
Florida Republicans Voting for Hillary Clinton · Guardian Liberty Voice,neutral
The Trump data card: Key to winning the White House,neutral
Huge 'Hillary For Prison' Sign at World Series Game,neutral
David Duke Slams the NFL and Black Lives Matter in Monday NIght Football Game Senate Campaign Ads –NFL Bosses cringe.,fear
Hillary’s leftward sprint cheers Dems,joy
Donald Trump leads an insane white cult — and Pat Buchanan just explained how it works,neutral
"The biggest thing Iran deal critics get wrong, in one paragraph",disgust
How A 2007 Debate Gaffe Paved The Way For A Deal That Will Define Obama's Legacy,neutral
Russian Passenger Plane Crashes In Sinai With 224 Aboard,fear
"“When You Speak Up for the MOVE 9, You Speak Up for Yourself”",neutral
Cheese shortage due to enlarged moon. More soon.,neutral
"NATO Sends A Message To Russia, This Is Horrifying",fear
"Regardless of who wins the confirmation battle, the big loser is the Supreme Court",neutral
U.S. Behind Huge Weapons Shipments To Saudi Arabia Prior to Yemen Funeral Attack,fear
The Battleship Debate,neutral
Texas Bill To Add Barriers To Gay Marriage Dies In House,sadness
Arise President Trump (or Why it's not the End of the World as We Know it),neutral
"Suspect in 4 gruesome D.C. killings might not have acted alone, police say",disgust
Fed lowers economic outlook but stays mum on rate plans,neutral
Satellite Images Show 'Catastrophic' Destruction Of Boko Haram Attack In Nigeria,fear
May Day's meaning: How it unfolded in Seattle,neutral
Comment on Democratic Party operative Bob Beckel calls for assassinating WikiLeaks’ Julian Assange by truckjunkie,anger
Will an Anti-Trump Color Revolution engulf the US?,fear
"Liberal media mocks Republican presidential candidates with ""clown car"" diss",disgust
State Department challenges Clinton claim that emails to officials ‘immediately’ saved,neutral
NewsThump declared an Enemy of the People,anger
NATO acknowledges Russia Moving Nuclear Missiles To Kaliningrad,sadness
"ISIS claims credit for terror attacks at Brussels airport, Metro station",fear
Orlando Attack Just Added More Fuel to Divisive Politics,fear
I Envy You,neutral
"Obama Addresses Vaccinations, Other Issues In NBC Interview",neutral
Scientists Say Universe Is Part Of 4th Dimension Born From Black Hole,neutral
Hillary Clinton Raised $45 Million In Latest Quarter,joy
State Department spokeswoman floats jobs as answer to ISIS,neutral
GOP's nightmare: An Independent Donald Trump,fear
ISIS applies chlorine in Aleppo,disgust
Ted Cruz: Protester would get spanking at my house,disgust
#muschniwogdowis of the day: business as usual.,surprise
Boehner's preparing to sue Obama again — over immigration,fear
Republican Lawmaker Secretly Recorded Fantasizing To Gun Group About Shooting Hillary (AUDIO),fear
Questions Re Kim DotCom and Wikileaks,neutral
The Democratic Party Got Crushed During The Obama Presidency. Here's Why,sadness
TRANSPARENCY! Report: Loretta Lynch won’t tell Congress who approved $1.7 billion cash transfer to Iran,surprise
1 in 5 Americans say Hillary Clinton is “dishonest” or a “liar.” Here’s why that’s a big problem.,neutral
Internationally-backed Libyan forces attack Daesh positions in Sirte,fear
Putin’s Pro-Trump Online Trolls Just Spilled The Beans To Samantha Bee,neutral
"In Common Core, a larger battle over the size of government",neutral
Here comes the opposition book: Clinton and her allies prepare for Trump,neutral
Venezuela Throws In The Towel On Hyperinflation: Will Print 200x Higher-Denominated Bills,neutral
Clinton allies urge campaign to torch Trump,anger
"Sanders, Republican governors eye comeback in New Hampshire primary",neutral
Series of powerful earthquakes including 6.0 magnitude strikes central Italy,fear
"Justices agree to hear dispute over union fees, reapportionment",neutral
"Trump in Vegas, Phoenix: Illegals 'Wreaking Havoc on Our Population'",fear
"Behind The Shortage Of Special Ed Teachers: Long Hours, Crushing Paperwork",sadness
"Our meeting with Mark Zuckerberg: Conservatives need Facebook, and it needs us",neutral
Mike Huckabee: Gay People 'Can Be My Friends',neutral
Hillary Is 70 Days Away From Controlling All Food and Water,sadness
"Obama at Prayer Event: Christians did terrible things, too",fear
"For Trump, a new ‘rigged’ system: The election itself",neutral
Comment on Sweden on the brink? Police force pushed to breaking point by violence amid migrant influx by Paul Blake,fear
Mainstream Presidential Polls Fuel Illusion That Voters Are Stuck With Only Two Choices,neutral
Bush's 2016 remarks kick other potential GOP candidates into higher gears,neutral
"Why ISIS's reign of fear has worked, and how it can be countered",fear
Deepwater Horizon Continues to Impact Public Health,neutral
French Politician Blames UK Welfare System For Calais Jungle Crisis,anger
Syrian Refugee in Germany Gets $390K in Annual Benefits. And It's Because of Who He Takes Care Of,neutral
Russia launches naval bombardment of targets in Syria,fear
TRUMP BOMBSHELL! — I’m reopening 9/11 Investigation,surprise
Brian Cloughley: “The Greatest Achievement of Mr. Trump would be Engage in Positive Discussions with Russia and China”,neutral
Man punctuates high-speed chase with stop at In-N-Out Burger drive-thru,fear
The right turns on Paul Ryan: Yesterday’s conservative savior is today’s moderate wimp,neutral
"First Brexit, Now Trump … What’s Next?",neutral
Hillary Clinton Keeps It Safe With Tim Kaine as VP Pick,neutral
Security Expert: My Fear is That More Churches Will be Targeted,fear
Europe Mounts Historic Challenge to Google’s Domination of Tech Services,neutral
Statistical Tie: Latest Breitbart/Gravis Poll Shows Donald Trump Closes the Gap with Less Than Two Weeks Left,neutral
MSNBC’s year of standing up straight,neutral
The Libertarian Moment Is So Over That Libertarians Are Now The Single Largest Group: Gallup,neutral
March 15 Exit Poll Results: The Polarization of Primary Electorates,neutral
Reuters Poll: Most Voters Don't Think Bill Clinton Big Factor in Election,neutral
Hillary Clinton FREAKED OUT Her Entire Campaign With This ONE MOVE,neutral
"Shame to waste Corbyn on a snap election, says May",disgust
A Coup Taking Place in the United States,anger
"Super Tuesday prizes: Candidates in fierce fight for Texas, other delegate goldmines",anger
How Obama Abandoned Democracy in Iraq,disgust
Obama gets away with some whoppers on guns at town hall event,disgust
Doubts Rise Over Report Freddie Gray Injured Himself,sadness
Public Support for the Euro,neutral
"Prof: Canoes reek of genocide, white privilege",disgust
"US-led Coalition Killed 300 Civilians in just 11 Air Strikes in Syria, Amnesty International Report Finds",sadness
Time: Investigating Hillary is an Attack on All Women,fear
State Department OK'd most Bill Clinton speech requests within days,neutral
Obamacare Architect on Rising Premiums: It’s Not a Big Increase,neutral
No profit left behind,sadness
Hidden in plain sight – The global depopulation agenda,neutral
JUST IN: Trump Camp Caught On Cam Bragging Of “Voter Suppression” Against Women & Blacks (VIDEO),disgust
Think Facebook isn't political? Think again | Nellie Bowles,neutral
"Here’s how a wealthy Trump supporter could give $783,400 to support his campaign and the RNC",neutral
"Go Ahead, Throw Your Vote Away",anger
America Is Better Without Borders,neutral
RNC Chair urges against changing convention rules before Cleveland,neutral
A Republican Representative Just Called For Hillary To Be Killed By Firing Squad,anger
Donald Trump and the $12.7 million Ukraine connection,neutral
Obama Will Not Meet with Netanyahu During Trip to Washington,neutral
Let’s Be Clear – A Vote For Warmonger Hillary Clinton Is A Vote For World War 3,neutral
Video: How To Build A Simple Water Purifier That Turns Dirty Water And Even Salt Water Into Clean Fresh Pure Water,disgust
THIS IS COMEY’S LAST CHANCE FOR REDEMPTION – TruthFeed,neutral
There Is Something Extraordinary Happening In The World – And You Probably Didn’t Realize It Yet,surprise
The media needs to stop telling this lie about Donald Trump. I’m a Sanders supporter — and value honesty,neutral
"Do Democrats Want What Bernie Wants, Or Just What Bernie Has?",neutral
"OCTOBER DIARY: Borjas No Bore; NOSTAR—”No Such Thing As Race”, Etc",neutral
Is Hillary Running for Bill’s Third Term?,neutral
"Black Agenda Radio for Week of Nov. 7, 2016",neutral
Bibi's victory is Kerry's defeat,sadness
Trudeau Elected Canada's Prime Minister As Liberals Assume Power,neutral
What makes America 'exceptional'? Clinton and Trump trade places (+video),neutral
Hillary Clinton’s Countless Choices Could Hinge on 2016 Election,fear
Terror Tots: We Must Prepare for the Child-Fighters of ISIS,fear
LUCIFER in the Temple of the Dog II,neutral
Ep. 544 FADE to BLACK Jimmy Church w/ Laura Eisenhower : Restoring the Balance [VIDEO],neutral
"The Email Mess, Comey’s quandary and the expanding brawl in Washington",anger
Wall Street Flies Higher for Second Day of Gains,neutral
Alaska scrambles to prevent Obamacare collapse,fear
"The Daily 202: Ted Cruz might be the last, best hope for conservatives to stop Donald Trump after Super Tuesday",neutral
Will Barack Obama delay or suspend the election if Hillary is forced out by the new FBI email investigation?,fear
'Understudies' Kaine and Pence add value in VP debate (+video),neutral
Russian Oven: Millet pumpkin porridge,neutral
Biden's Latest Signal He Won't Run For President,sadness
Nation Still Struggling To Come To Terms With Terrorist Living In Ireland,fear
The Destruction of Reason in West,anger
The Man Who Will Not Bow to Fearmongering,fear
The Destroyer Cometh,neutral
U.S. Elections Shockwaves Hit Europe,fear
"All Governments Lie, The Movie",disgust
Woodward On Clinton Foundation “It’s Corrupt”,disgust
"Re: WE’RE NOT NASTY! Like all Democrats, Sally Kohn proves how little she thinks of women with this tweet",neutral
Herbs to Grow in Winter and Fall,neutral
‘Supermajority’ of House Freedom Caucus to back Paul Ryan’s speaker bid,neutral
Journalism Startup Newsbud Launches Critical 2nd Crowdfund - Richard Brandt,joy
How To Win The Presidency With 23 Percent Of The Popular Vote,neutral
Farmers: Trump 'terrible for agriculture',fear
Cyrus Mistry joins AAP; Tata Sons shortlists candidates for chairman’s post,neutral
Obama to Supreme Court: You wouldn’t dare kill Obamacare,fear
An Alabama Reader Is Pleased To Report That Jeff Sessions Reads Ann Coulter!,sadness
Pa. lawmakers approve ban on naming officers in shootings,neutral
Why the Jobs Aren’t Coming Back. The “modern day marvel.”,surprise
Donald Trump's Real Problem Is With White People,neutral
"Florida’s “deceptive” solar initiative, backed by utilities companies, loses support",neutral
Which Republicans have come out against Boehner for speaker? Here’s a list.,neutral
WE TOLD HER! Budweiser Hits “DELETE” On Beer Ads Featuring Amy Schumer Because…,neutral
DEVELOPING: FBI Reopens Investigation into Clinton Emails After New ‘Pertinent’ Evidence Discovered,neutral
"Project Veritas 4: Robert Creamer's Illegal $20,000 Foreign Wire Transfer Caught On Tape | RedFlag News",anger
‘Solar Winds’ Spur Geomagnetic Storm That May Affect Power,neutral
Company that Supplied Voting Machines to 22 States Donated to Clinton Foundation,neutral
How global terror network will get a boost from Iran nuclear deal,fear
Elon Musk to Completely Revolutionize the Energy Industry with New Tesla Solar Roof,neutral
Barrel Bomb: The Cataclysmic Close of Campaign 2016      : Information,fear
6 detained in raids in Belgium,fear
Top Senate Democrat urges Clinton to address private email controversy,anger
Obama opens door to 'limited' ground combat operations against ISIS,neutral
"Washington's Embargo on Cuba Not Effective, Isolated US - White House",sadness
"Fox News built a f**ked-up Frankenstein, dumb, angry and divorced from facts. Now Donald Trump will devour them",anger
Comment on 184 U.S. generals and admirals endorse Trump for Commander-In-Chief by Tonya Parnell,neutral
Police across the country are being equipped with ‘Christian’ facial recognition cameras,neutral
Ky. clerk says won’t personally authorize gay marriage licenses -- or interfere,neutral
Jeb Bush Among Conservatives Criticizing Pope For Climate Change,disgust
Major donors consider funding Black Lives Matter,neutral
LDS Church’s new ‘Mormon and Gay’ website wins cheers and some jeers for ignoring controversial policy,neutral
"Exhausted, Defeated Voters Finally Beginning To Relate To Hillary Clinton - The Onion - America's Finest News Source",disgust
Kate Steinle's death and sanctuary cities: What good are our laws without enforcement?,fear
Everything you need to know about our polarized politics (in the palm of your hand),neutral
FEC head under fire for women’s forum ‘stacked’ with Dems,anger
The Yale Review Did Not Endorse Hillary. The Reason Why Is Hilarious,joy
"FEAR OF TRUMP: BUSH, OBAMA, CLINTON ALL BUYING PROPERTY IN NON-EXTRADITION NATIONS",neutral
"Nine dead, 18 wounded after Texas biker gang shootout (+video)",sadness
"American Tourist Can’t Get Over Dirty, Decaying & Dangerous Charm Of Dublin City",sadness
"“You Ruined Your Own Communities, Don’t Ruin Ours”–Chicago Whites Demonstrate Against Black Lives Matter After Black Shot",anger
CNBC moderators get bipartisan drubbing for debate performance,disgust
"Project Veritas Video 4 - 20K Bribery to DNC, Chaos at Trump Rallies",fear
'Specific info' forces WikiLeaks to move anticipated announcement to Berlin,neutral
"Trump Elected President, Thanks to 4 in 5 White Evangelicals",neutral
US calls for end to Saudi airstrikes in Yemen,anger
Iowa Christians struggle to square faith with fear over refugees,fear
"Look out, Paul Ryan! Masochist Paul Nehlen is gunning for House speakership",fear
Hillary and Bill Clinton: The «Bonnie and Clyde» of American Politics,neutral
A Combative Donald Trump Shows Up at Tampa and Pittsburgh Rallies,neutral
First Take: Can a 'wacko bird' take flight in the GOP?,neutral
Bernie Sanders Got Republicans To Make His Argument For Universal Health Care,neutral
Saudi Arabia poised to be reelected to UN Human Rights Council,fear
"Boehner, McConnell split over NSA bill",anger
Rick Santorum hopes 99-county Iowa tour leads to success,neutral
FBI Director Comey Ignored DOJ’s Warning Against Releasing Info On Hillary Email (TWEETS),neutral
Bill Maher on Charlie Hebdo attacks: “There are no great religions; they’re all stupid and dangerous”,anger
Judge orders Obama administration to release illegal immigrants from 'deplorable' facilities,neutral
Fierce Homeless Woman Guarding Trump's Star from Future Vandals Flashes 'Trump-Worthy' Reason for It,anger
"Saudi ambassador to the UAE: Any contact with Iran, Iraq, Syria, and Lebanon should be checked",fear
14 dead as Islamic rebels attack in Philippines,sadness
"Political paralysis is the new normal: The GOP’s Scalia gamble may be suicidal, but it’s not illogical",neutral
Donald Trump’s avenging angels: How the orange-haired monster has rewritten the history of American conservatism,neutral
GOP and Abortion in Age of ObamaCare: Time for new strategy,neutral
Planned Parenthood does damage control as GOP demands answers,neutral
The GOP has become the party from George Orwell’s nightmares,fear
"Poverty Rose in 96% of U.S. House Districts, During Obama’s Presidency",neutral
Obama Talks About HIMSELF 207 Times In Speeches Supposedly About Hillary,neutral
Marco Rubio Strong Favorite in Sheldon Adelson Primary,neutral
New Male Birth Control Method Tested - The Onion - America's Finest News Source,joy
What To Watch For At Democrats' First Debate,fear
How climate change is spawning a new view of conservation,neutral
Did Hillary Clinton Cheat At The Debate? (VIDEO),disgust
"FBI “Insurrection” to Scuttle Director, Rig Election",fear
Democrats hand Obama a stinging defeat on trade deal,sadness
Former DEA Prescription Head Drops a BombShell — Congress Protects Big Pharma & Fuels Opioid Crisis,neutral
Carly Fiorina Says Donald Trump 'Taps Into an Anger',anger
MOBILE PASSES DESKTOP FOR THE FIRST TIME…,neutral
Fact checking the 2016 State of the Union address,neutral
Alabama's Top Judge Faces Ethics Charges Over Gay-Marriage Order,anger
Police Officers Face Backlash After What They Did To Hillary In Photo,anger
Texas Cop Fired For Feeding ‘Feces’ Sandwich To Homeless Man,disgust
The Deceptive Nature of Hillary Clinton is Right in Line with Communism,disgust
DNC Head Leaked 2nd Debate Question to Hillary,neutral
‘Paid for by O’Malley for President’ — and 9 other signs O’Malley is in,neutral
"Woman Buys Lotto Ticket to Prove to Husband Nobody Wins, Wins $1 Million",neutral
Exclusive Trump op-ed: We must clean up this corruption,disgust
Best Magic tricks ever revealed 2016,neutral
"New Wikileaks emails: Bernie is a Jerk, Megyn Kelly a Bimbo and More",disgust
Debunked: The Photo Of Obama With A Speech Balloo... | ClickHole,neutral
Maryland has passed one of the nation’s strongest equal pay laws,neutral
The real reason Hillary Clinton's VP shortlist is so short,surprise
Inside Planned Parenthood's $30 Million Campaign For 2016,surprise
Technology Blackout Feared As Solar Storm Hits Earth,fear
Deutsche Bank LIVES: Shock profits posted in Q3,surprise
Anti-Trump forces seek last-ditch delegate revolt,anger
Alien Visitors? No Explanation for Mysterious Lights in Night Sky Over Arizona,surprise
Lawmakers fuming over report Capitol police left guns in bathrooms,anger
"Trump, Ryan tout unity in wake of meeting",joy
Fukushima – The Untouchable Eco-Apocalypse No One is Talking About,fear
Former Facebook staffers say conservative news is deliberately suppressed,anger
US Drone Pilots May Be ‘Illegally’ Acquiring Targets From UK Bases,fear
Russia Is Hoarding Gold at Breakneck Pace — The Next Global Conflict Will Be Fought With Currencies - Jay Syrmopoulos,neutral
Does blood on shoe link suspect to Washington slayings?,neutral
Voting Against Peace in Colombia,neutral
Japan approves already dead TPP deal,neutral
Trump: 'President Barack Obama was born in the United States',neutral
Scientists have heard unusual messages from deep space probably coming from aliens,neutral
Republican Debate: Trump's absence leaves three winners and two losers,sadness
Montenegrin PM resigns shortly after suggesting Russia behind alleged coup plot,sadness
US election 2016: New Hampshire polls close in key primary,neutral
Haywire over Hacking: Media refuse to believe Trump's Russia comments were sarcastic,anger
MMR Vaccines Cause 340% Increased Risk of Autism in African American Infants,neutral
JUST IN: Republicans Sued Over Trump’s Call To Intimidate Minority Voters,anger
"You’re Fired! Trump Wins Big, Clinton Is Going To Jail",anger
Sources: US officials warned DNC of hack months before the party acted,fear
HHS to Congress on ObamaCare court ruling: It’s your problem,neutral
Renowned Harvard Psychologist Says ADHD is Largely a Fraud,fear
"We Came, We Saw, He Died: How Gaddafi Was Hunted And Ruthlessly Killed",fear
After Obamacare: The next Democratic health agenda,neutral
House Democrat Introduces ISIS War Authorization Bill,neutral
Defiant Charlie Hebdo to print 3M copies of latest edition with Muhammad on cover,anger
Can the Democratic party find unified path to the general election?,neutral
How Trump and Sanders Broadened Their Bases in New Hampshire,neutral
Is The Republican Party On The Verge Of A Historic Crackup?,neutral
"Our bad-tempered behaviour is not a cry for help, say old men",neutral
How to Support Standing Rock and Confront What It Means to Live on Stolen Land,fear
Lynch vote deal reached on human trafficking bill,neutral
Rogue Journalist Has 'October Gift' for Hillary Campaign We're All Sure She Just 'Can't Wait' to Open,neutral
White House: 'Higher profile' person should have gone to Paris,neutral
House votes to roll back Obama's immigration actions,neutral
IRANIAN MISSILE ACCIDENTALLY DESTROYS IRANIAN SHIP AIMED FOR SYRIA!,anger
Tom deLonge: Changing the cynical views of youth towards government,anger
"Nevada politics expert: ""Trump is dead"" in the state",neutral
3 explanations for why Donald Trump is suddenly doing better in the polls,surprise
Earth To Ammosexuals: NRA Admits No One Is Coming For Your Guns! (VIDEO),neutral
Economic upgrade: Russia receives multiple endorsements for rapidly improving business conditions,joy
Football Follies 2016: NCAA Week 9,neutral
"They Said What?!: Find Out What Paul Krugman, Aretha Franklin, And Willie Nelson Have To Say",surprise
Joe Biden praises Iraqi military,joy
Automation: Robots from Korea to America Are Replacing Workers,neutral
"Clinton And The DNC: A Crisis Not Merely Survived, But Transcended",fear
Pardon Power: The Obamamometer’s Options,neutral
Ahead Of Tomorrow’s Fed Meeting There Are Some Very Strange Things Happening,surprise
This Is What Happens When You Elect Climate Change Deniers,neutral
GOP has a day of reckoning coming,neutral
Legendary US Gymnastics Coach Bela Karolyi May Have Known for YEARS That Team's Doctor Sexually Abused Girls,disgust
Cruz 'thrilled' despite drop in Iowa Poll,anger
"Social Media Blackout? FBI Emails Are Not ‘Trending’ On Twitter, Facebook, Buzzfeed, Or Snapchat",neutral
‘I Don’t Rent To N s’: Smoking Gun Proves Trump Family Racism (VIDEO) | Addicting Info | The Knowledge You Crave,neutral
Russia Begins Airstrikes In Syria After Assad's Request,fear
November supermoon biggest in nearly 70 years,surprise
"Ex-Defense Chief Gates: Trump 'Beyond Repair' on Foreign Policy, But Hillary Needs Work",neutral
PA Kids’ Drawings: Israel Drinks Blood of Palestinians,disgust
Gov. Kasich enters GOP White House race touting 'skills and experience',neutral
Bernie Sanders vs. the Lamestream Media,neutral
Common Core standardized tests begin Tuesday,neutral
21 Things We’ve Learned About Hillary Clinton From Wikileaks That The MSM Won’t Share…But YOU Can!,neutral
"Tomgram: Nomi Prins, Too Big to Fail, Hillary-Style",neutral
"HUFFPOLLSTER: Trump And Clinton Lead, But Iowa Polling Remains Volatile With A Week To Go",neutral
Wikileaks,neutral
GOP contenders nearly silent on Colorado Springs shooting,sadness
Study: women had to drive 4 times farther after Texas laws closed abortion clinics,sadness
Another Saudi War Crime in Yemen as 43 Prisoners Dead in Airstrike,disgust
Rescue Brings A Bit Of Good News To Nepal's Capital After Earthquake,fear
Long-term Effects of the Presidential Election,neutral
How Ryan decided to ditch Trump,neutral
Trump Rally On Hollywood Boulevard 10/29/16,neutral
"If you really want to save energy at home, forget about your light switches",neutral
MEDIA SHAME - These 65 Journalists are Now Presstitutes. Their Madam is Hillary Clinton.,disgust
Biden takes his pre-campaign to Clinton’s turf,neutral
Police Depts. Paid AT&T Millions To Scrutinize Our Texts & Chats: EFF,anger
Can Israelis And Palestinians Change Their Minds?,neutral
NASA Admits: Someone Took Control Over Space Probe Voyager 2 And Sent Data In An Unknown Language,neutral
Liberty or State Control? You Decide,neutral
Illinois Senator Draws Fire for Racially Charged Attack on Opponent’s Family,anger
"Jeb Bush to lay out foreign policy: Will he be dad, brother – or himself? (+video)",neutral
Egypt says it hit ISIS targets in Libya after killings,anger
Possible suicide vest found in Paris suburb,fear
PressTV-NATO pushes military buildup plans near Russia,neutral
Trump spurns a powerful player in GOP politics in falling-out with Fox,disgust
Wikileaks: Bill Clinton BOASTS of Hillary’s ‘Working Relationship’ with Islamic Terrorist Organization,fear
US Military Notifies Russia Of “Sustained Alert Status” Due To “Presidential Election Threat”,fear
"India is building millions of toilets, but that’s the easy part",neutral
Donald Trump doesn’t want to make America great. He wants to make it afraid.,fear
Prowling Amur tiger nabbed near Vladivostok,anger
Clinton clearing primary field for potential 2016 run could leave her vulnerable,fear
Wendy Kennedy on being a channel for The 9th Dimensional Pleiadian Collective [VIDEO],neutral
The power of Trump’s call to free America from political correctness (+video),neutral
Putin blasts Clinton & Tells U.S. Govt to STOP Criticizing Russia,anger
Charity Paid For Chelsea’s Wedding! Clinton Foundation Fraud [Video],anger
Is Trump winning? The future of America depends on a few states,neutral
Migrant Thug Beats 87-Year-Old To Bloody Pulp For Making 1 Simple Request,disgust
Why Hillary Clinton's gun control proposal is all wrong,anger
Netanyahu enters never-never land,neutral
The Dark Art of Political Intimidation,fear
Republican debate: Six things to watch,neutral
The White House Easter Egg Roll exists because Congress banned fun,sadness
WORLD WAR 3 – HILLARY V.S. TRUMP,neutral
Donald Trump’s dangerously circular logic,disgust
White House says Obama will ask Congress to authorize military force against ISIS,fear
Homeland Security deal: Will Boehner follow McConnell's lead? (+video),neutral
"The Modern History of ""Rigged"" US Elections",neutral
FCC Passes Sweeping Internet Privacy Rules in ‘Big Win for Civil Rights’,neutral
Pres. Obama RUTHLESSLY Trolls Trump After His Own Campaign GROUNDS Him From Twitter (VIDEO),neutral
Obama to focus on future in State of the Union speech,neutral
WATCH: Anti-LGBT Attack At Equality House – SHOTS FIRED (TWEETS),anger
ISIS launches attack on Kirkuk,fear
How Hillary Clinton lost young (white) women,sadness
"Geoengineering Watch Global Alert News, November 5, 2016",neutral
What's behind the debate over the Republican debates?,neutral
Tiny Homes Banned in U.S. at Increasing Rate as Govt Criminalizes Sustainable Living,sadness
Reflections on US Political Tragedies,neutral
President Obama has had an eventful year. His approval rating hasn't budged.,neutral
GOP Power Rankings: Kasich gets a boost,neutral
Study: Swift birds fly non-stop for 10 months every year,neutral
How the internet is making even Ukrainian Nazis into Russians...,surprise
Goldman Sachs Endorses Hillary Clinton For President,neutral
Marco Rubio Short-Circuits During G.O.P. Debate,neutral
PressTV-‘Clintons worked with US enemies’,neutral
Juicing May Be the Answer to Many of Your Chronic Health Problems,neutral
"Riots Getting out of Control, They are now shouting ""Kill Trump""",anger
What Happens If Trump Refuses To Concede Election - The Onion - America's Finest News Source,neutral
Breaking: A Counter Coup To The Clinton Attack is Happening Now… FBI Quietly Releases Documents Via Julian Assange and Wikileaks. | EndingFed News Network,fear
Obama reportedly snubs NATO chief as Russia makes new threats against allies,anger
Alabama begins issuing marriage licenses to gay couples,neutral
Russian plane crash in Sinai: All 224 on board killed,sadness
Trump Raises Concern Over Members Of Urban Communities Voting More Than Zero Times - The Onion - America's Finest News Source,neutral
Brexit Ruling Just Latest Tactic to Block Will of the People,neutral
What do voters see in Trump? His authentic phoniness.,neutral
Valentin Katasonov: America is in agony and Trump is the doctor,sadness
President-elect Donald Trump eyes Ovala Office with plans to erase Barack Obama’s achievements,neutral
Trump Presidency Creates Mountains Of Salt From Butthurt Liberals,neutral
FOX: Latinos Are Already CRUSHING Trump At The Polls,neutral
How Common Core quietly won the war,neutral
The rest of the field figured out how to make Trump not quite as dominant,neutral
Trade bill clears Senate hurdle,neutral
MUFON International tracking multiple triangle UFO reports,fear
"Trump makes biggest ad buy to date, hammers Clinton on economy",neutral
McConnell Promises 9/11 First Responders Will Get Healthcare Bill,neutral
Shocking Questions About the FBI & the ‘News’ Media,fear
"Trump, and what he might say next, is burning up GOPs political capital in Washington",anger
Non-GMO 'crop circles' showing up in corn fields in Nebraska,neutral
Desperate Obama RIPS Comey: 'We Don't Operate On Innuendo' | Daily Wire,fear
Robert Durst on HBO’s ‘The Jinx': I ‘killed them all.’,anger
UNSC Members Fail to Agree on New Zealand Draft Resolution on Aleppo,sadness
What liberals could learn from Ted Cruz’s flat tax,neutral
Hillary leads Trump in dead fetuses and dead people,disgust
Markets PANIC Over Trump Victory As FBI Reopens Hillary Email Probe | Harvey Organ,fear
Trump swept to victory by fans of poor quality 80s action films,neutral
Re: Something lighter: ‘Shiny’ legs optical illusion goes viral,neutral
Trump again won’t rule out a third-party run,neutral
Why do people dislike Hillary Clinton? The story goes far back,disgust
2016 campaign takes strange twists after Orlando,surprise
Rand Paul wraps 'filibuster' over Patriot Act and NSA surveillance,neutral
Scrabble Spells Doom for the Racial Hypothesis of Intelligence,fear
"How Yemen Fits Iran Plans for Mideast Rule, Beyond",anger
"No matter who it is, next president to face economic challenge",neutral
"A Fifth Clinton Presidency? Hill, No!",surprise
The Real Reason the Antidepressant Industry Does Not Want Psychedelics Legalized,neutral
Internet Erupts In Mockery After Sarah Palin Posts Something Monumentally Stupid Again (TWEETS),anger
News: Democracy Win: Volunteers Across The Country Are Oiling Up The Sidewalks To Help Voters Slide Uncontrollably To Their Polling Place,neutral
"Dear America, Let’s Now Unite and Flood Our Nation With Optimism",neutral
"With Common Core tests, a lot at stake for first-year principal",neutral
Political polarization is getting worse. Everywhere.,disgust
"US economy adds paltry 38,000 jobs in May for weakest growth since 2010",sadness
Donald Trump attacks force Jeb Bush out of his malaise,fear
Clinton ekes out win in Iowa against Sanders,neutral
Hillary Clinton tributes fuel 2016 buzz,neutral
"If You're Tired of Carving Pumpkins the Old-Fashioned Way, Try It Like This Gal--with a .22 Rifle",neutral
Trolls 101 —- How To Identify Trolls And Forum Spies,neutral
