headline,emotion_huggingface
Assange Points Out Hillary’s Emails Confirm Oligarchic Control,neutral
Astronomers Think They Have Just Discovered Messages Sent From Aliens,neutral
"When Dad’s Kind Birthday Gift For Ex-Wife Has His Friends Puzzled, He Explains Who It’s Really For",surprise
"UK Prepares For War, Sends Tanks & Soldiers To Russia’s Border",fear
AG Lynch Told Comey,anger
VIDEO : Epic Loser Weiner Says He Downloaded ALL OF HUMA’S EMAILS By “ACCIDENT” – TruthFeed,neutral
Rick Rule: Broadcast Interview – Available Now,neutral
"Hillary is So Unpopular, She Has to Pay Off Youth Voters and Fabricate Her Rallies",neutral
"Bankrupt Hanjin breaks stalemate, vessels begin cargo unload",fear
"Gold prices grow by $60 as Trump wins, US dollar trashed",neutral
California National Guard Members won’t have to Pay Back Bonuses,neutral
Nation Elects First Black-Hearted President - The Onion - America's Finest News Source,joy
"Here’s PROOF The Gold Price is Based On Cost, Not Supply and Demand",neutral
Why I’m Suing Vanderbilt University,neutral
Democratic decay,disgust
Comment on Election 2016: Playing a Game of Chicken With Nuclear Strategy by pretzelattack,neutral
Snowden’s former employer hires ex-FBI director to review security after 2nd data breach,fear
"Huma may have violated ‘legal obligation’ regarding classified info, FOIA request shows",neutral
Someone Just Donated $2.5 Million to Bail Out Everyone Arrested at Standing Rock,anger
What Does Washington ‘Plan B’ in Syria Really Mean? | The Vineyard of the Saker,neutral
Russell Brand’s Back on ‘The Trews’ and He’s Got Quite a Bit to Say About the U.S. Elections (Video),neutral
UFO over the East Valley here in AZ last night.,neutral
Putin: Russia Is Not Going To Attack Anyone,fear
The Trump – Epstein Rape Lawsuit,anger
Social Justice Warriors Vow to Call the Police on People Wearing “Offensive” Halloween Costumes,fear
The Only Way to Save the World is to Save Yourself,neutral
"Dems Try to Slander Comey After He Re-Opens Hillary Investigation, Then THIS VIDEO Surfaces",neutral
"Black Turnout Soft in Early Voting, Boding Ill for Hillary Clinton",fear
Top Black Lives Matter Activist: ‘We Will Incite Riots Everywhere if Trump Wins’,fear
Fighting Ghost Fascists While Aiding Real Ones,anger
DC Leaks Exposes Soros Plan to ‘Counter Russian Foreign Policy and Subvert Traditional Russian Values’,anger
"Saudi ambassador to the UAE: Any contact with Iran, Iraq, Syria, and Lebanon should be checked",fear
Huma Abedin’s Muslim Dad,neutral
"John Pilger: Inside The Invisible Government: War, Propaganda, Clinton And Trump",fear
"Modi effect: Facebook to abolish fake troll accounts, users can transfer content till 31st Dec",neutral
Joel Skousen on Scenario World War 3 NWO 2016 Is Coming,fear
"Hillary Won More Votes, Lost The Election",sadness
"Feds: 275,000 born to illegals in 1 year",neutral
When the River Ran Red,fear
Lucifer's Banker: Bradley Birkenfeld on Corporate Crime in America,neutral
Trump Reaches Out to Blacks; Blacks Riot in Philadelphia,anger
"What If Consciousness Is a State of Matter, Just Like a Solid, a Liquid or a Gas?",neutral
"While You Were Watching the World Series Some Very, Very Big News Broke",surprise
TOO MANY MILLENNIALS ARE COOL WITH COMMUNISM,neutral
Trump Won’t Mention That Bush & Cheney Deleted 22 Million Emails,neutral
Just In Case: Preparing for the Evening and Day After Election 2016,neutral
"The David Duke Show: The State of the Campaign, the Synagogue of Satan",fear
The Working Class Won The Election — Paul Craig Roberts,neutral
What Does It Take to Survive Where You Live?,neutral
Homeschool Families Targeted In District’s ‘Operation Round Up’,neutral
New Report Finds Voters Have No Idea How Outraged They Supposed To Be About Anything Anymore - The Onion - America's Finest News Source,anger
Lara Trump Implies FBI Letter Politically Motivated – ‘My Father-In-Law Forced Their Hand’ (AUDIO),anger
The Biggest Secret: How Reptilian-Human Hybrids Run Our World,neutral
"If You Live HERE, Forget Christmas Lights – They’ve Been BANNED to Avoid “Offending Refugees”",neutral
Mark Ruffalo Reportedly Placed on U.S. Terrorist Watch List,fear
Australian Site Could Rival Stonehenge As World’s Oldest Observatory,neutral
Comey’s Blindside: You’re Just a Cop,neutral
False Flag Attack Coming in Syria as Americans Sleepwalk Into World War III - Isaac Davis,fear
Kenyan marathon runner Rita Jeptoo banned 2 more years for doping,sadness
DISGUSTING Evolution Of Political Correctness From 200 To 2016,disgust
Are you taking your iodine?,surprise
PressTV-Russia cancels request to fuel ships in Spain,sadness
CAN IT GET MORE CORRUPT? Bill That Bans Naming Officers Involved in Shootings Goes to Pennsylvania Governor,neutral
Breaking: We Have Proof That Hillary Clinton Rigged Half the Voting Machines In America!,anger
Russia’s patrol ship Yaroslav Mudry arrives in Cuba on visit,neutral
"Rwanda & The Philippines rate better than UK for gender equality, study shows",neutral
Trump’s Camp Manager DESTROYS Hillary By Pointing Out 1 Thing We All Missed,neutral
EU using taxpayer money to give Muslim invaders in Turkey free debit cards and cash transfers to keep them out of Europe,neutral
Chips ‘do not need to be cooked three times’,neutral
"Liberal MSNBC’s Chris Matthews Makes Unbelievable Speech, MUST WATCH!",surprise
Hillary Clinton celebrates her birthday on Spanish TV show and spins her eyes for our entertainment... | Opinion - Conservative,joy
"Clinton, FBIGate and the true depth of the ObamaGeddon",neutral
How Soon Before We Become Venezuela?,neutral
Speaker At Trump Rally Says He Hopes Hillary Clinton Dies In A Fiery Car Crash (VIDEO),anger
Trump Announces Massive Expansion Plans For NASA,neutral
Shocking! Scientists Reveal The Universe Could Delete Itself At Any Moment!,surprise
On The Fault Lines of Change: Globalization-v-Localization,neutral
Trump: A people’s ‘new world order’ taking shape?,surprise
Are you shitting me !! A dindu flavor 24 - 'Jack Bauer??,anger
Iranian Military Commander Claims Rogue Nation Sending Elite Fighter’s to Infiltrate the US and Europe,neutral
Amazing baby! 4-year-old Bella from Moscow easily speaks 7 languages,surprise
"News: Major Headache: The Blue Angels Got Trapped Inside A Costco, And No One Knows How To Get Them Back Outside",sadness
Hillary is Sick & Tired of Suffering from Weiner Backup,sadness
10 tips to improve your life #117,fear
England players controversially allowed to wear three lions,anger
Anti-Hillary Ad is so Powerful She’s SUING to Get it Taken Down – WATCH Before It’s Too Late!,neutral
"The media chooses our president (Hillary), because we're a nation of morons.",disgust
A Martian Looks at Election Day,neutral
Talk Nation Radio: James Marc Leas on Canceling the F-35,sadness
Vladimir Putin – Straight From The Horse’s Mouth,disgust
Chinese political dissidents are having their organs cut from their bodies for 'transplant tourists',disgust
Michelle Obama Promotes Lewd Rappers,neutral
"Fearing Election Day Trouble, Some US Schools Cancel Classes",fear
"State that fired pastor demands his sermons, notes",sadness
Clinton’s Email Narrative Just Fell Apart,neutral
An Identity-Politicized Election and World Series Lakefront Liberals Can Love,neutral
Re: Don’t worry about Hillary: BuzzFeed confirms she remained totally super awesome while under siege,fear
Cast Your Vote: Whose Foreign Policy Position Do You Prefer?,neutral
Freedom Rider: Dump the Democrats for Good,neutral
"HILLARY WILL LAND IN PRISON, NOT THE OVAL OFFICE",neutral
Chelsea Clinton Hired Eric Braverman As CEO Of The Clinton Foundation To Clean House. Now It Is Being Said He Is Asking For Asylum In Russia.,sadness
UN failed to organize evacuation of civilians from rebel-held Aleppo – Russian envoy,sadness
Awakening from the Living Dream,fear
Solar Winds Spur Geomagnetic Storm That May Affect Power,fear
CBD-Infused Cannabis Milk Soothes Anxiety And Is Hitting Stores Soon,fear
What Is Operation Bluebeam? Will It Derail the Election?,fear
MSNBC Makes Huge Mistake After Trying To Catch Black Family Calling Trump Racist,fear
Freedom Center Urges College Presidents to End Aid to Campus Supporters of Terror,fear
Comment on 500 Year Old Map Was Discovered That Shatters The “Official” History Of The Planet by 500 Year Old Map Discovered Shatters The Official History Of The Human Race,sadness
Why are celebs staying silent about politics? Esquire editor answers own question by naming and shaming,disgust
YOUTUBE BANS ‘CLINTON’S BLACK SON’,neutral
French Jews urged to rally over UNESCO resolutions,fear
Comment on NOT GUILTY: Oregon Standoff Leaders Acquitted for Malheur Wildlife Refuge Takeover by Richard Johnson,neutral
How The Elites Are Using “Divide And Rule” To Control Us,neutral
Exploding E-Cigarette Engulfs Man in Flames on CCTV Footage,fear
"Syrian War Report – November 2, 2016: ISIS and Al-Nusra Attempt to Cut Off Govt Supply Line to Aleppo",fear
Bush Admin Just Got Involved In FBI’s Probe Into Clinton’s Emails And It’s Game Changing (IMAGE) – New Century Times,neutral
"The Oil-Gas War Over Syria, in Maps",neutral
Comment on Congress: Attorney General Lynch ‘Pleads Fifth’ on Secret Iran ‘Ransom’ Payments by marlene,neutral
6 Natural Herbs To Prevent Mental Disorders,neutral
The Retirement Nightmare: “There Will Be Life Altering Ramifications For Those Who Can’t Or Won’t Adapt To New Realities”,fear
The Danger of Germany’s Current Account Surpluses,fear
UK Doctors Create List of Procedures You Don’t Need,neutral
Trump Promises ‘New Deal for Black America’,neutral
How To Lower Blood Pressure Naturally,neutral
"Trump Caught Again, Ripping Off Kids Charity This time",disgust
Florida Republicans Voting for Hillary Clinton · Guardian Liberty Voice,neutral
Huge 'Hillary For Prison' Sign at World Series Game,neutral
David Duke Slams the NFL and Black Lives Matter in Monday NIght Football Game Senate Campaign Ads –NFL Bosses cringe.,fear
"“When You Speak Up for the MOVE 9, You Speak Up for Yourself”",neutral
Cheese shortage due to enlarged moon. More soon.,neutral
"NATO Sends A Message To Russia, This Is Horrifying",fear
U.S. Behind Huge Weapons Shipments To Saudi Arabia Prior to Yemen Funeral Attack,fear
The Battleship Debate,neutral
Arise President Trump (or Why it's not the End of the World as We Know it),neutral
Comment on Democratic Party operative Bob Beckel calls for assassinating WikiLeaks’ Julian Assange by truckjunkie,anger
Will an Anti-Trump Color Revolution engulf the US?,fear
NewsThump declared an Enemy of the People,anger
NATO acknowledges Russia Moving Nuclear Missiles To Kaliningrad,sadness
I Envy You,neutral
Scientists Say Universe Is Part Of 4th Dimension Born From Black Hole,neutral
ISIS applies chlorine in Aleppo,disgust
#muschniwogdowis of the day: business as usual.,surprise
Republican Lawmaker Secretly Recorded Fantasizing To Gun Group About Shooting Hillary (AUDIO),fear
Questions Re Kim DotCom and Wikileaks,neutral
TRANSPARENCY! Report: Loretta Lynch won’t tell Congress who approved $1.7 billion cash transfer to Iran,surprise
Internationally-backed Libyan forces attack Daesh positions in Sirte,fear
Putin’s Pro-Trump Online Trolls Just Spilled The Beans To Samantha Bee,neutral
Venezuela Throws In The Towel On Hyperinflation: Will Print 200x Higher-Denominated Bills,neutral
Series of powerful earthquakes including 6.0 magnitude strikes central Italy,fear
Hillary Is 70 Days Away From Controlling All Food and Water,sadness
Comment on Sweden on the brink? Police force pushed to breaking point by violence amid migrant influx by Paul Blake,fear
Mainstream Presidential Polls Fuel Illusion That Voters Are Stuck With Only Two Choices,neutral
Deepwater Horizon Continues to Impact Public Health,neutral
French Politician Blames UK Welfare System For Calais Jungle Crisis,anger
Syrian Refugee in Germany Gets $390K in Annual Benefits. And It's Because of Who He Takes Care Of,neutral
TRUMP BOMBSHELL! — I’m reopening 9/11 Investigation,surprise
Brian Cloughley: “The Greatest Achievement of Mr. Trump would be Engage in Positive Discussions with Russia and China”,neutral
Man punctuates high-speed chase with stop at In-N-Out Burger drive-thru,fear
"First Brexit, Now Trump … What’s Next?",neutral
Europe Mounts Historic Challenge to Google’s Domination of Tech Services,neutral
Statistical Tie: Latest Breitbart/Gravis Poll Shows Donald Trump Closes the Gap with Less Than Two Weeks Left,neutral
Hillary Clinton FREAKED OUT Her Entire Campaign With This ONE MOVE,neutral
"Shame to waste Corbyn on a snap election, says May",disgust
A Coup Taking Place in the United States,anger
Public Support for the Euro,neutral
"Prof: Canoes reek of genocide, white privilege",disgust
"US-led Coalition Killed 300 Civilians in just 11 Air Strikes in Syria, Amnesty International Report Finds",sadness
Time: Investigating Hillary is an Attack on All Women,fear
Obamacare Architect on Rising Premiums: It’s Not a Big Increase,neutral
Hidden in plain sight – The global depopulation agenda,neutral
JUST IN: Trump Camp Caught On Cam Bragging Of “Voter Suppression” Against Women & Blacks (VIDEO),disgust
America Is Better Without Borders,neutral
A Republican Representative Just Called For Hillary To Be Killed By Firing Squad,anger
Let’s Be Clear – A Vote For Warmonger Hillary Clinton Is A Vote For World War 3,neutral
Video: How To Build A Simple Water Purifier That Turns Dirty Water And Even Salt Water Into Clean Fresh Pure Water,disgust
THIS IS COMEY’S LAST CHANCE FOR REDEMPTION – TruthFeed,neutral
There Is Something Extraordinary Happening In The World – And You Probably Didn’t Realize It Yet,surprise
"OCTOBER DIARY: Borjas No Bore; NOSTAR—”No Such Thing As Race”, Etc",neutral
"Black Agenda Radio for Week of Nov. 7, 2016",neutral
Terror Tots: We Must Prepare for the Child-Fighters of ISIS,fear
LUCIFER in the Temple of the Dog II,neutral
Ep. 544 FADE to BLACK Jimmy Church w/ Laura Eisenhower : Restoring the Balance [VIDEO],neutral
"The Email Mess, Comey’s quandary and the expanding brawl in Washington",anger
Will Barack Obama delay or suspend the election if Hillary is forced out by the new FBI email investigation?,fear
Russian Oven: Millet pumpkin porridge,neutral
Nation Still Struggling To Come To Terms With Terrorist Living In Ireland,fear
The Destruction of Reason in West,anger
U.S. Elections Shockwaves Hit Europe,fear
"All Governments Lie, The Movie",disgust
Woodward On Clinton Foundation “It’s Corrupt”,disgust
"Re: WE’RE NOT NASTY! Like all Democrats, Sally Kohn proves how little she thinks of women with this tweet",neutral
Herbs to Grow in Winter and Fall,neutral
Journalism Startup Newsbud Launches Critical 2nd Crowdfund - Richard Brandt,joy
Cyrus Mistry joins AAP; Tata Sons shortlists candidates for chairman’s post,neutral
An Alabama Reader Is Pleased To Report That Jeff Sessions Reads Ann Coulter!,sadness
Pa. lawmakers approve ban on naming officers in shootings,neutral
Why the Jobs Aren’t Coming Back. The “modern day marvel.”,surprise
"Florida’s “deceptive” solar initiative, backed by utilities companies, loses support",neutral
WE TOLD HER! Budweiser Hits “DELETE” On Beer Ads Featuring Amy Schumer Because…,neutral
DEVELOPING: FBI Reopens Investigation into Clinton Emails After New ‘Pertinent’ Evidence Discovered,neutral
"Project Veritas 4: Robert Creamer's Illegal $20,000 Foreign Wire Transfer Caught On Tape | RedFlag News",anger
‘Solar Winds’ Spur Geomagnetic Storm That May Affect Power,neutral
Company that Supplied Voting Machines to 22 States Donated to Clinton Foundation,neutral
Elon Musk to Completely Revolutionize the Energy Industry with New Tesla Solar Roof,neutral
Barrel Bomb: The Cataclysmic Close of Campaign 2016      : Information,fear
"Washington's Embargo on Cuba Not Effective, Isolated US - White House",sadness
Comment on 184 U.S. generals and admirals endorse Trump for Commander-In-Chief by Tonya Parnell,neutral
Police across the country are being equipped with ‘Christian’ facial recognition cameras,neutral
LDS Church’s new ‘Mormon and Gay’ website wins cheers and some jeers for ignoring controversial policy,neutral
"Exhausted, Defeated Voters Finally Beginning To Relate To Hillary Clinton - The Onion - America's Finest News Source",disgust
The Yale Review Did Not Endorse Hillary. The Reason Why Is Hilarious,joy
"FEAR OF TRUMP: BUSH, OBAMA, CLINTON ALL BUYING PROPERTY IN NON-EXTRADITION NATIONS",neutral
"American Tourist Can’t Get Over Dirty, Decaying & Dangerous Charm Of Dublin City",sadness
"“You Ruined Your Own Communities, Don’t Ruin Ours”–Chicago Whites Demonstrate Against Black Lives Matter After Black Shot",anger
"Project Veritas Video 4 - 20K Bribery to DNC, Chaos at Trump Rallies",fear
"Trump Elected President, Thanks to 4 in 5 White Evangelicals",neutral
US calls for end to Saudi airstrikes in Yemen,anger
"Look out, Paul Ryan! Masochist Paul Nehlen is gunning for House speakership",fear
Hillary and Bill Clinton: The «Bonnie and Clyde» of American Politics,neutral
Saudi Arabia poised to be reelected to UN Human Rights Council,fear
FBI Director Comey Ignored DOJ’s Warning Against Releasing Info On Hillary Email (TWEETS),neutral
Fierce Homeless Woman Guarding Trump's Star from Future Vandals Flashes 'Trump-Worthy' Reason for It,anger
"Saudi ambassador to the UAE: Any contact with Iran, Iraq, Syria, and Lebanon should be checked",fear
"Poverty Rose in 96% of U.S. House Districts, During Obama’s Presidency",neutral
Obama Talks About HIMSELF 207 Times In Speeches Supposedly About Hillary,neutral
New Male Birth Control Method Tested - The Onion - America's Finest News Source,joy
Did Hillary Clinton Cheat At The Debate? (VIDEO),disgust
"FBI “Insurrection” to Scuttle Director, Rig Election",fear
Former DEA Prescription Head Drops a BombShell — Congress Protects Big Pharma & Fuels Opioid Crisis,neutral
MOBILE PASSES DESKTOP FOR THE FIRST TIME…,neutral
Police Officers Face Backlash After What They Did To Hillary In Photo,anger
Texas Cop Fired For Feeding ‘Feces’ Sandwich To Homeless Man,disgust
The Deceptive Nature of Hillary Clinton is Right in Line with Communism,disgust
DNC Head Leaked 2nd Debate Question to Hillary,neutral
"Woman Buys Lotto Ticket to Prove to Husband Nobody Wins, Wins $1 Million",neutral
Best Magic tricks ever revealed 2016,neutral
"New Wikileaks emails: Bernie is a Jerk, Megyn Kelly a Bimbo and More",disgust
Debunked: The Photo Of Obama With A Speech Balloo... | ClickHole,neutral
Technology Blackout Feared As Solar Storm Hits Earth,fear
Deutsche Bank LIVES: Shock profits posted in Q3,surprise
Alien Visitors? No Explanation for Mysterious Lights in Night Sky Over Arizona,surprise
Fukushima – The Untouchable Eco-Apocalypse No One is Talking About,fear
US Drone Pilots May Be ‘Illegally’ Acquiring Targets From UK Bases,fear
Russia Is Hoarding Gold at Breakneck Pace — The Next Global Conflict Will Be Fought With Currencies - Jay Syrmopoulos,neutral
Voting Against Peace in Colombia,neutral
Japan approves already dead TPP deal,neutral
Scientists have heard unusual messages from deep space probably coming from aliens,neutral
Montenegrin PM resigns shortly after suggesting Russia behind alleged coup plot,sadness
MMR Vaccines Cause 340% Increased Risk of Autism in African American Infants,neutral
JUST IN: Republicans Sued Over Trump’s Call To Intimidate Minority Voters,anger
"You’re Fired! Trump Wins Big, Clinton Is Going To Jail",anger
Renowned Harvard Psychologist Says ADHD is Largely a Fraud,fear
"We Came, We Saw, He Died: How Gaddafi Was Hunted And Ruthlessly Killed",fear
"Our bad-tempered behaviour is not a cry for help, say old men",neutral
How to Support Standing Rock and Confront What It Means to Live on Stolen Land,fear
Rogue Journalist Has 'October Gift' for Hillary Campaign We're All Sure She Just 'Can't Wait' to Open,neutral
IRANIAN MISSILE ACCIDENTALLY DESTROYS IRANIAN SHIP AIMED FOR SYRIA!,anger
Tom deLonge: Changing the cynical views of youth towards government,anger
Earth To Ammosexuals: NRA Admits No One Is Coming For Your Guns! (VIDEO),neutral
Economic upgrade: Russia receives multiple endorsements for rapidly improving business conditions,joy
Football Follies 2016: NCAA Week 9,neutral
"They Said What?!: Find Out What Paul Krugman, Aretha Franklin, And Willie Nelson Have To Say",surprise
Automation: Robots from Korea to America Are Replacing Workers,neutral
Pardon Power: The Obamamometer’s Options,neutral
Ahead Of Tomorrow’s Fed Meeting There Are Some Very Strange Things Happening,surprise
GOP has a day of reckoning coming,neutral
Legendary US Gymnastics Coach Bela Karolyi May Have Known for YEARS That Team's Doctor Sexually Abused Girls,disgust
"Social Media Blackout? FBI Emails Are Not ‘Trending’ On Twitter, Facebook, Buzzfeed, Or Snapchat",neutral
‘I Don’t Rent To N s’: Smoking Gun Proves Trump Family Racism (VIDEO) | Addicting Info | The Knowledge You Crave,neutral
November supermoon biggest in nearly 70 years,surprise
PA Kids’ Drawings: Israel Drinks Blood of Palestinians,disgust
21 Things We’ve Learned About Hillary Clinton From Wikileaks That The MSM Won’t Share…But YOU Can!,neutral
"Tomgram: Nomi Prins, Too Big to Fail, Hillary-Style",neutral
Wikileaks,neutral
Another Saudi War Crime in Yemen as 43 Prisoners Dead in Airstrike,disgust
Long-term Effects of the Presidential Election,neutral
Trump Rally On Hollywood Boulevard 10/29/16,neutral
MEDIA SHAME - These 65 Journalists are Now Presstitutes. Their Madam is Hillary Clinton.,disgust
Police Depts. Paid AT&T Millions To Scrutinize Our Texts & Chats: EFF,anger
NASA Admits: Someone Took Control Over Space Probe Voyager 2 And Sent Data In An Unknown Language,neutral
Liberty or State Control? You Decide,neutral
Illinois Senator Draws Fire for Racially Charged Attack on Opponent’s Family,anger
PressTV-NATO pushes military buildup plans near Russia,neutral
Wikileaks: Bill Clinton BOASTS of Hillary’s ‘Working Relationship’ with Islamic Terrorist Organization,fear
US Military Notifies Russia Of “Sustained Alert Status” Due To “Presidential Election Threat”,fear
Prowling Amur tiger nabbed near Vladivostok,anger
Wendy Kennedy on being a channel for The 9th Dimensional Pleiadian Collective [VIDEO],neutral
Putin blasts Clinton & Tells U.S. Govt to STOP Criticizing Russia,anger
Charity Paid For Chelsea’s Wedding! Clinton Foundation Fraud [Video],anger
Is Trump winning? The future of America depends on a few states,neutral
Migrant Thug Beats 87-Year-Old To Bloody Pulp For Making 1 Simple Request,disgust
The Dark Art of Political Intimidation,fear
WORLD WAR 3 – HILLARY V.S. TRUMP,neutral
"The Modern History of ""Rigged"" US Elections",neutral
FCC Passes Sweeping Internet Privacy Rules in ‘Big Win for Civil Rights’,neutral
Pres. Obama RUTHLESSLY Trolls Trump After His Own Campaign GROUNDS Him From Twitter (VIDEO),neutral
WATCH: Anti-LGBT Attack At Equality House – SHOTS FIRED (TWEETS),anger
"Geoengineering Watch Global Alert News, November 5, 2016",neutral
Tiny Homes Banned in U.S. at Increasing Rate as Govt Criminalizes Sustainable Living,sadness
Reflections on US Political Tragedies,neutral
Study: Swift birds fly non-stop for 10 months every year,neutral
How the internet is making even Ukrainian Nazis into Russians...,surprise
Goldman Sachs Endorses Hillary Clinton For President,neutral
PressTV-‘Clintons worked with US enemies’,neutral
Juicing May Be the Answer to Many of Your Chronic Health Problems,neutral
"Riots Getting out of Control, They are now shouting ""Kill Trump""",anger
What Happens If Trump Refuses To Concede Election - The Onion - America's Finest News Source,neutral
Breaking: A Counter Coup To The Clinton Attack is Happening Now… FBI Quietly Releases Documents Via Julian Assange and Wikileaks. | EndingFed News Network,fear
Trump Raises Concern Over Members Of Urban Communities Voting More Than Zero Times - The Onion - America's Finest News Source,neutral
Brexit Ruling Just Latest Tactic to Block Will of the People,neutral
Valentin Katasonov: America is in agony and Trump is the doctor,sadness
President-elect Donald Trump eyes Ovala Office with plans to erase Barack Obama’s achievements,neutral
Trump Presidency Creates Mountains Of Salt From Butthurt Liberals,neutral
FOX: Latinos Are Already CRUSHING Trump At The Polls,neutral
MUFON International tracking multiple triangle UFO reports,fear
Shocking Questions About the FBI & the ‘News’ Media,fear
Non-GMO 'crop circles' showing up in corn fields in Nebraska,neutral
Desperate Obama RIPS Comey: 'We Don't Operate On Innuendo' | Daily Wire,fear
UNSC Members Fail to Agree on New Zealand Draft Resolution on Aleppo,sadness
Hillary leads Trump in dead fetuses and dead people,disgust
Markets PANIC Over Trump Victory As FBI Reopens Hillary Email Probe | Harvey Organ,fear
Trump swept to victory by fans of poor quality 80s action films,neutral
Re: Something lighter: ‘Shiny’ legs optical illusion goes viral,neutral
Scrabble Spells Doom for the Racial Hypothesis of Intelligence,fear
"A Fifth Clinton Presidency? Hill, No!",surprise
The Real Reason the Antidepressant Industry Does Not Want Psychedelics Legalized,neutral
Internet Erupts In Mockery After Sarah Palin Posts Something Monumentally Stupid Again (TWEETS),anger
News: Democracy Win: Volunteers Across The Country Are Oiling Up The Sidewalks To Help Voters Slide Uncontrollably To Their Polling Place,neutral
"Dear America, Let’s Now Unite and Flood Our Nation With Optimism",neutral
"If You're Tired of Carving Pumpkins the Old-Fashioned Way, Try It Like This Gal--with a .22 Rifle",neutral
Trolls 101 —- How To Identify Trolls And Forum Spies,neutral
"Re: What security threat? Huma Abedin doesn’t know how her emails got on her husband’s laptop, either",fear
"“MODERATE” INDONESIA: Protest against a Christian governor turns violent as more than 100,000 Muslims demand death for Christian governor who “blasphemed” Islam",anger
Polling Site Corruption Enraged New Yorkers [Update] · Guardian Liberty Voice,anger
Votes Being Switched In Multiple States To Clinton,neutral
WHAT EVERYDAY LIFE IS REALLY LIKE IN CUBA UNDER RAÚL CASTRO,neutral
Progressive Hypocrisy On Tolerance BRUTALLY Exposed,disgust
Clinton’s Policy On Syria Will Lead To WW3 Says Trump,neutral
"A Pimp Just Revealed Trump Also Raped 12-Year-Old Girl, Threat To Kill Witnesses",fear
Rapper Lil Wayne: “My Life Was Saved by a White Man. I Don’t Know What Racism is.”,neutral
"New Report Blames Air Pollution For Deaths Of 600,000 Children Every Year",sadness
Friend from university is an arse now,surprise
Massive “Hillary For Prison” sign held up at World Series game 5 infuriates liberals,anger
"Trump and Brexit Defeat Globalism, for Now Anyway",neutral
Clinton ‘appalled’ by effort to recoup veterans’ bonuses,surprise
Is Your VACCINATED Child a ‘Haz Mat’?,neutral
"Distracted by Election 2016, No One Resisted the Deep State’s Patriot Act 2",neutral
Russia Preparing for Nuclear World War III with NATO USA Breaking News November 5 2016,fear
Deutsche Bank Considering Alternatives To Paying Cash Bonus,neutral
Black Trump Supporter: ‘We need somebody that loves America’,neutral
US uses Tunisia as drone base for Libya operations - report,neutral
Gingrich slut-shames Megyn Kelly,disgust
"Comment on Macy’s “dump Trump” backfires as 30,000 irate customers cut up their cards by MeThePeople",anger
17 Shot Dead As Chicago Records Deadliest Weekend Of 2016,sadness
The New World Order is melting in the heat of its own contradiction,anger
November 3: Daily Contrarian Reads,neutral
Living in a 5G World: Wireless Pollution is Getting Out of Control,fear
The Greatest Wealth Transfer In History Nears As ‘Deep State’ Now Pulling Out All The Stops,neutral
Concert plus campaign: Clinton turns to celebrities in homestretch,joy
Worst Of Saudi Economic Slump Yet To Come,disgust
HA HA! Look At Arkansas Today Trump +28,surprise
Huma’s Weiner Dogs Hillary,neutral
A lawyer explains how Ariel could have got out of her contract with Ursula in The Little Mermaid,neutral
Obese Woman Loses More Than 100 Kilograms After Breaking Up With Her Feeder Boyfriend,sadness
Trump Supporter Arrested for Voting Twice…to fight “vote rigging”,anger
Re: Are There 4 Million Dead Voters Waiting To Elect Hillary Clinton?,neutral
Human Rights group alarmed at extra-judicial killings of MQM workers' by para-military force in Pakistan,fear
Six Gulf Protectors Arrested Challenging Gulf Oil Drilling,anger
CodeSOD: A Type of Test,neutral
Man wildly optimistic ahead of flat pack assembly,joy
Breaking Down the Crooked Clintons with Special Guest: ChangeDaChannel,neutral
"Private Equity Consultant Hamilton Lane Trots Out New Excuse, “Evil Populists,” for Already-Flagging Private Equity Performance",neutral
Senator Mark Kirk Mocks Disabled Veteran Tammy Duckworth for Mixed-Race Heritage,neutral
New Exoplanet Discoveries Reveal Red-Dwarf Stars as Likely Hosts to Large Populations of Earth-Like Water Worlds,neutral
3 Charlotte Area Counties Report Voting Machines Picking Wrong Candidates,sadness
"Clinton crime family must be taken down... ARREST THEM ALL: Clinton, Podesta, Abedin, Lynch, Mook, Stephanopoulos and all the co-conspirators",anger
SOME FLA. RESIDENTS PLAN ARMED TRICK-OR-TREATING AFTER CREEPY CLOWN THREATS,neutral
"Putin Takes On The NWO, October 2016",neutral
Zakharova: The US is protecting Al-Nusra from being destroyed,sadness
Eric Trump: A candidate under investigation is ‘unthinkable’,fear
Michael Hudson on Meet the Renegades,neutral
‘Conspiracy Theorists’ Believe They’ve Found Justice Scalia’s MURDER Plot,anger
Re: Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence,fear
This Is The Future: Tree-Shaped Vertical Farms That Grow 24 Acres Of Crops,neutral
Blind Mystic Who Predicted 9/11 Has Bad News About Trump,neutral
Hillary’s #1 aide Huma Abedin: Undeniable ties to terrorists & 9/11 funders,neutral
Private Equity Energy Funds Did So Badly They Might Have to Do the Unthinkable – Pay Clawbacks,fear
Open Thread (NOT U.S. Election) 2016-38,neutral
UK announces new troop deployment near Russia's borders,neutral
Trump Campaign Says Hillary Supporter Tried Assassinating Trump – It Was A Republican With A Poster,anger
AP fakes the news,neutral
COPS AMBUSHED IN IOWA,neutral
Re: Early Voting Results In Key Battleground States Appear To Favor Donald Trump,neutral
Hillary Personally Ordered ‘Donald Duck’ Troll Campaign,neutral
